codigo_ibge,microrregiao,atividade,descricao,grupo_vab,variavel_sidra,ano,vab_micro_mil_reais,vab_sc_mil_reais,vab_brasil_mil_reais,peso_micro_brasil,peso_micro_sc,peso_sc_brasil
42002,Chapecó,8691,Saúde pública,administracao_publica,525,2015,1796970.0,28534686.0,885587000.0,0.00202912870220543,0.06297493513683662,0.03222121146764801
42002,Chapecó,8692,Saúde privada,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,9080,"Atividades artísticas, criativas e de espetáculos",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,9480,Organizações associativas e outros serviços pessoais,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,9700,Serviços domésticos,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42003,Xanxerê,0191,"Agricultura, inclusive o apoio à agricultura e a pós-colheita",agropecuaria,513,2015,816373.0,12485693.0,258967000.0,0.0031524209648333573,0.0653846766855472,0.04821345190699974
42003,Xanxerê,0192,"Pecuária, inclusive o apoio à pecuária",agropecuaria,513,2015,816373.0,12485693.0,258967000.0,0.0031524209648333573,0.0653846766855472,0.04821345190699974
42003,Xanxerê,0280,Produção florestal; pesca e aquicultura,agropecuaria,513,2015,816373.0,12485693.0,258967000.0,0.0031524209648333573,0.0653846766855472,0.04821345190699974
42003,Xanxerê,0580,Extração de carvão mineral e de minerais não metálicos,industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,0680,"Extração de petróleo e gás, inclusive as atividades de apoio",industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,0791,"Extração de minério de ferro, inclusive beneficiamentos e a aglomeração",industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,0792,"Extração de minerais metálicos não ferrosos, inclusive beneficiamentos",industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,1091,"Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,1092,Fabricação e refino de açúcar,industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
42003,Xanxerê,1093,Outros produtos alimentares,industria,517,2015,992957.0,60267845.0,1160787000.0,0.0008554170575652553,0.016475734282518313,0.05191981388489016
